id,sku,name,type,gender,age,color,color_hex,powers,quantity,price,strikeout_price,tags,frame_shape,face_shape_recommendation,shade,image_urls,avg_rating,brand,material,style,description,product_url
LK-152380,HP D10009,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Blue Stainless Steel Rectangle,eyeglasses,unisex,kids,navy-blue,#2a3c7a,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|cool|dark,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-blue-full-rim-rectangle-kids-(5-8-yrs)-hooper-hp-d10009m-c1_g_3545_5_27_22.jpg,4.2,Hooper Screen Glasses,Stainless Steel,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Rectangle Stainless Steel HP D10009M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10009ce-c1-eyeglasses.html?rd=n
LK-152376,HP D10007,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Rose Stainless Steel Cat Eye,eyeglasses,unisex,kids,pink,#f7968e,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|statement,round,oval|square|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-dark-pink-red-full-rim-cat-eye-kids-(5-8-yrs)-hooper-digi-hooper-hp-d10007m-c1_g_0829_09_06_2022.jpg,4.2,Hooper Screen Glasses,Stainless Steel,round,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Rose Rose Cat Eye Stainless Steel HP D10007M Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10007ce-c1-eyeglasses.html?rd=n
LK-152437,HP D10090,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Blue TR90 Cat Eye,eyeglasses,unisex,kids,blue,#20c9e0,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|cool,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-green-blue-full-rim-cat-eye-kids-(5-8-yrs)-hooper-digi-hooper-hp-d10090m-c3_g_0850_09_06_2022.jpg,4.2,Hooper Screen Glasses,TR90,cat-eye,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Cat Eye TR90 HP D10090M Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10090ce-c3-eyeglasses.html?rd=n
LK-152378,HP D10008,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Blue Stainless Steel Rectangle,eyeglasses,unisex,kids,navy-blue,#2a4282,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|cool|dark,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-blue-full-rim-rectangle-kids-(5-8-yrs)-hooper-hp-d10008m-c1_g_3411_5_27_22.jpg,4.2,Hooper Screen Glasses,Stainless Steel,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Rectangle Stainless Steel HP D10008M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10008ce-c1-eyeglasses.html?rd=n
LK-152452,HP D10093,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Pink TR90 Round,eyeglasses,unisex,kids,pink,#f2a7b2,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|statement,round,oval|square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-pink-full-rim-round-kids-(8-12-yrs)-hooper-computer-glasses-digi-hooper-hp-d10093l-c1_g_1288_7_06_22.jpg,4.2,Hooper Screen Glasses,TR90,round,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Pink Pink Round TR90 HP D10093L Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10093ce-c1-eyeglasses.html?rd=n
LK-152430,HP D10088,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Blue TR90 Rectangle,eyeglasses,unisex,kids,blue,#a8e0f0,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|cool,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-sky-blue-transparent-yellow-full-rim-rectangle-kids-(5-8-yrs)-hooper-digi-hooper-hp-d10088m-c1_g_0899_09_06_2022.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Rectangle TR90 HP D10088M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10088ce-c1-eyeglasses.html?rd=n
LK-152402,HP D10038,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Blue TR90 Rectangle,eyeglasses,unisex,kids,navy-blue,#2a3245,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|cool|dark,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-blue-red-blue-full-rim-rectangle-kids-(5-8-yrs)-hooper-computer-glasses-hp-d10038m-c1_g_378630-may.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Rectangle TR90 HP D10038M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10038mce-c1-eyeglasses.html?rd=n
LK-152409,HP D10039,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Purple TR90 Rectangle,eyeglasses,unisex,kids,purple,#b892e8,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|statement,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-purple-full-rim-rectangle-kids-(5-8-yrs)-hooper-hp-d10039m-c3_g_3728_5_30_22.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Purple Purple Rectangle TR90 HP D10039M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10039mce-c3-eyeglasses.html?rd=n
LK-152390,HP D10015,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Blue TR90 Round,eyeglasses,unisex,kids,blue,#008080,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|cool,round,oval|square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-green-transparent-blue-full-rim-round-kids-(5-8-yrs)-hooper-hp-d10015m-c3_g_9925_27_04_2022.jpg,4.2,Hooper Screen Glasses,TR90,round,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Round TR90 HP D10015M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10015ce-c3-eyeglasses.html?rd=n
LK-152429,HP D10087,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Black TR90 Round,eyeglasses,unisex,kids,black,#1a1a1a,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|dark|neutral,round,oval|square|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-black-white-pink-full-rim-round-kids-(5-8-yrs)-hooper-computer-glasses-digi-hooper-hp-d10087m-c3_g_1136_7_06_22.jpg,4.2,Hooper Screen Glasses,TR90,round,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Black Black Round TR90 HP D10087M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10087ce-c3-eyeglasses.html?rd=n
LK-152541,HP E10034,Hooper Online Poppin Hooper Girls Eyeglasses Transparent Acetate Round,eyeglasses,unisex,kids,pink,#f7b7c2,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,450.0,1000.0,classic|progressive|kids|unisex|under_500|statement,round,oval|square|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/pink-transparent-pink-full-rim-round-hooper-poppin-hooper-hp-e10034m-c9-eyeglasses_pink-transparent-pink-full-rim-round-hooper-poppin-hooper-hp-e10034m-c9-eyeglasses_g_0573_7_08_22_22_march23.jpg.jpg,4.2,Hooper Online,Acetate,round,Hooper Online Poppin Hooper Eyeglasses Full Rim Transparent Transparent Round Acetate HP E10034M Girls Hooper Skool Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic Bifocal / Progressive,https://www.lenskart.com/hooper-hp-e10034m-c9-eyeglasses.html?rd=n
LK-152374,HP D10006,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Red TR90 Rectangle,eyeglasses,unisex,kids,red,#e62e5c,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|statement|bold,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-pink-transparent-full-rim-rectangle-kids-(8-12-yrs)-hooper-digi-hooper-hp-d10006l-c2_g_0870_09_06_2022.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Red Red Rectangle TR90 HP D10006L Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10006ce-c2-eyeglasses.html?rd=n
LK-152377,HP D10007,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Pink Stainless Steel Cat Eye,eyeglasses,unisex,kids,purple,#b78edc,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|statement,oval,square|heart|diamond|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-pink-full-rim-cat-eye-kids-(5-8-yrs)-hooper-hp-d10007m-c2_g_3538_5_27_22.jpg,4.2,Hooper Screen Glasses,Stainless Steel,oval,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Pink Pink Cat Eye Stainless Steel HP D10007M Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10007ce-c2-eyeglasses.html?rd=n
LK-152406,HP D10039,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Brown TR90 Rectangle,eyeglasses,unisex,kids,brown,#5c3321,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|warm,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-brown-full-rim-rectangle-kids-(8-12-yrs)-hooper-computer-glasses-hp-d10039l-c2_g_376230-may.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Brown Brown Rectangle TR90 HP D10039L Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10039lce-c2-eyeglasses.html?rd=n
LK-152416,HP D10044,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Purple TR90 Round,eyeglasses,unisex,kids,red,#e62040,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|statement|bold,round,oval|square|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-purple-pink-purple-full-rim-round-kids-(8-12-yrs)-hooper-computer-glasses-hp-d10044l-c1_g_374230-may.jpg,4.2,Hooper Screen Glasses,TR90,round,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Purple Purple Round TR90 HP D10044L Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10044lce-c1-eyeglasses.html?rd=n
LK-152413,HP D10042,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Red TR90 Cat Eye,eyeglasses,unisex,kids,red,#b31a2e,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|statement|bold,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-red-pink-full-rim-cat-eye-kids-(5-8-yrs)-hooper-computer-glasses-hp-d10042m-c1_g_374930-may.jpg,4.2,Hooper Screen Glasses,TR90,cat-eye,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Red Red Cat Eye TR90 HP D10042M Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10042mce-c1-eyeglasses.html?rd=n
LK-152415,HP D10042,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Pink TR90 Cat Eye,eyeglasses,unisex,kids,pink,#ff69b4,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|statement,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-pink-full-rim-cat-eye-kids-(5-8-yrs)-hooper-hp-d10042m-c3_g_3685_5_30_22.jpg,4.2,Hooper Screen Glasses,TR90,cat-eye,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Pink Pink Cat Eye TR90 HP D10042M Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10042mce-c3-eyeglasses.html?rd=n
LK-152411,HP D10042,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Pink TR90 Cat Eye,eyeglasses,unisex,kids,pink,#ff4d8a,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|statement,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-pink-full-rim-cat-eye-kids-(8-12-yrs)-hooper-hp-d10042l-c2_g_3713_5_30_22.jpg,4.2,Hooper Screen Glasses,TR90,cat-eye,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Pink Pink Cat Eye TR90 HP D10042L Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10042lce-c2-eyeglasses.html?rd=n
LK-152375,HP D10006,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Gray TR90 Rectangle,eyeglasses,unisex,kids,grey,#666666,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|cool,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-gray-red-full-rim-rectangle-kids-(8-12-yrs)-hooper-digi-hooper-hp-d10006l-c3_g_0857_09_06_2022.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Gray Gray Rectangle TR90 HP D10006L Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10006ce-c3-eyeglasses.html?rd=n
LK-152412,HP D10042,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Red TR90 Cat Eye,eyeglasses,unisex,kids,red,#b20020,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|statement|bold,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-red-full-rim-cat-eye-kids-(8-12-yrs)-hooper-hp-d10042l-c3_g_3735_5_30_22.jpg,4.2,Hooper Screen Glasses,TR90,cat-eye,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Red Red Cat Eye TR90 HP D10042L Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10042lce-c3-eyeglasses.html?rd=n
LK-152404,HP D10038,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Red TR90 Rectangle,eyeglasses,unisex,kids,red,#d92b2b,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|statement|bold,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-red-full-rim-rectangle-kids-(5-8-yrs)-hooper-hp-d10038m-c3_g_3670_5_30_22.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Red Red Rectangle TR90 HP D10038M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10038mce-c3-eyeglasses.html?rd=n
LK-152410,HP D10042,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Blue TR90 Cat Eye,eyeglasses,unisex,kids,navy-blue,#2a3142,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|cool|dark,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-blue-red-full-rim-cat-eye-kids-(8-12-yrs)-hooper-computer-glasses-hp-d10042l-c1_g_380830-may.jpg,4.2,Hooper Screen Glasses,TR90,cat-eye,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Cat Eye TR90 HP D10042L Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10042lce-c1-eyeglasses.html?rd=n
LK-152408,HP D10039,Hooper Screen Glasses Digi Hooper Kids-Unisex Zero Power Screen Glasses TR90 Rectangle,eyeglasses,unisex,kids,brown,#5c3a33,0.0,25,500.0,1000.0,classic|zero_power|kids|unisex|under_1000|blue-cut|computer|warm,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-brown-full-rim-rectangle-kids-(5-8-yrs)-hooper-hp-d10039m-c2_g_3706_5_30_22.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Zero Power Screen Glasses Full Rim Brown Rectangle TR90 HP D10039M Kids-Unisex Digi Hooper,https://www.lenskart.com/hooper-hp-e10039mce-c2-eyeglasses.html?rd=n
LK-152407,HP D10039,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Blue TR90 Rectangle,eyeglasses,unisex,kids,navy-blue,#1a2a40,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|cool|dark,rectangular,oval|round|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-blue-green-full-rim-rectangle-kids-(5-8-yrs)-hooper-hp-d10039m-c1_g_3720_5_30_22.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Rectangle TR90 HP D10039M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10039mce-c1-eyeglasses.html?rd=n
LK-152369,HP D10004,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Black TR90 Rectangle,eyeglasses,unisex,kids,black,#1a1a1a,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|dark|neutral,rectangular,oval|round|heart|oblong,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-black-blue-full-rim-rectangle-kids-(5-8-yrs)-hooper-computer-glasses-hooper-sunnies-hp-d10004m-c1_g_1352_7_06_22.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Black Black Rectangle TR90 HP D10004M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10004ce-c1-eyeglasses.html?rd=n
LK-152414,HP D10042,Hooper Screen Glasses Digi Hooper Girls Eyeglasses Blue TR90 Cat Eye,eyeglasses,unisex,kids,navy-blue,#212a3e,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,single_vision|kids|unisex|under_1000|blue-cut|computer|cool|dark,cat-eye,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-blue-full-rim-cat-eye-kids-(5-8-yrs)-hooper-hp-d10042m-c2_g_3699_5_30_22.jpg,4.2,Hooper Screen Glasses,TR90,cat-eye,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Blue Blue Cat Eye TR90 HP D10042M Girls Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10042mce-c2-eyeglasses.html?rd=n
LK-152379,HP D10008,Hooper Screen Glasses Digi Hooper Kids-Unisex Zero Power Screen Glasses Stainless Steel Rectangle,eyeglasses,unisex,kids,black,#1a1a1a,0.0,25,500.0,1000.0,classic|zero_power|kids|unisex|under_1000|blue-cut|computer|dark|neutral,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/kids-glasses:-black-green-full-rim-rectangle-kids-(5-8-yrs)-hooper-digi-hooper-hp-d10008m-c2_g_0821_09_06_2022.jpg,4.2,Hooper Screen Glasses,Stainless Steel,rectangular,Hooper Screen Glasses Digi Hooper Zero Power Screen Glasses Full Rim Black Rectangle Stainless Steel HP D10008M Kids-Unisex Digi Hooper,https://www.lenskart.com/hooper-hp-e10008ce-c2-eyeglasses.html?rd=n
LK-152392,HP D10016,Hooper Screen Glasses Digi Hooper Kids-Unisex Eyeglasses Black TR90 Rectangle,eyeglasses,unisex,kids,black,#000000,-2.0|-1.5|-1.0|-0.5|0.0|0.5|1.0,25,500.0,1000.0,classic|single_vision|kids|unisex|under_1000|blue-cut|computer|dark|neutral,rectangular,oval|round|heart,clear,https://static5.lenskart.com/media/catalog/product/pro/1/thumbnail/480x480/9df78eab33525d08d6e5fb8d27136e95//h/i/blue-block-phone-&-computer-glasses:-black-pink-transparent-full-rim-rectangle-kids-(5-8-yrs)-hooper-hp-d10016m-c1_g_1480_13may.jpg,4.2,Hooper Screen Glasses,TR90,rectangular,Hooper Screen Glasses Digi Hooper Eyeglasses Full Rim Black Black Rectangle TR90 HP D10016M Kids-Unisex Digi Hooper Spectacles Frames Glasses Stylish Fashion Discounts Offer India Online Try eyeglasses 3DT Made by Robots Robotic,https://www.lenskart.com/hooper-hp-e10016ce-c1-eyeglasses.html?rd=n
